shipment_id,customer_id,origin,destination,weight,volume,carrier,mode,status,arrival_date,departure_date,delivered_date
4051295,13588,IA,GRD,74214,1498066,AMAZON,sea,received,2025-03-09,,
4051296,19170,NH,FSXM,79808,1058734,DHL,air,received,2025-02-10,,
4051297,11953,NC,FSXM,91886,1957950,FEDEX,air,received,2025-01-13,,
4051298,11582,NV,SVG,35888,1769021,AMAZON,air,delivered,2025-02-11,2025-03-20,2025-03-29
4051299,21543,AL,SKN,21181,1434429,FEDEX,sea,delivered,2025-03-06,2025-03-20,2025-04-01
4051300,10949,DE,GUY,87751,114137,FEDEX,sea,intransit,2025-01-14,2025-02-07,
4051301,27840,NV,ANU,97465,1271853,FEDEX,air,intransit,2025-01-15,2025-03-12,
4051302,21071,MS,GUY,10930,964611,UPS,sea,intransit,2025-02-03,2025-03-08,
4051303,18571,ME,SKN,12071,535251,AMAZON,sea,delivered,2025-01-09,2025-03-24,2025-03-27
4051304,11176,ND,SVG,57290,1521193,DHL,sea,delivered,2025-01-15,2025-02-07,2025-03-12
4051305,28207,AL,ANU,7350,448367,UPS,sea,intransit,2025-01-17,2025-02-06,
4051306,25142,OH,ANU,7719,809652,USPS,sea,intransit,2025-01-23,2025-03-18,
4051307,25340,IN,ANU,76758,1091964,UPS,sea,received,2025-01-14,,
4051308,22903,MD,FSXM,75959,57555,UPS,air,delivered,2025-03-17,2025-03-18,2025-04-02
4051309,29967,KS,SVG,86371,1830359,DHL,air,received,2025-02-26,,
4051310,11809,KY,GRD,44192,1199337,USPS,air,delivered,2025-03-17,2025-03-22,2025-03-26
4051311,17911,ND,GRD,68055,1426946,UPS,air,delivered,2025-02-11,2025-03-08,2025-03-31
4051312,18885,SD,BIM,61378,556756,DHL,sea,received,2025-02-11,,
4051313,22252,FL,SXM,52158,502143,AMAZON,sea,intransit,2025-02-05,2025-02-25,
4051314,29977,ID,FSXM,23043,1488610,AMAZON,sea,delivered,2025-01-11,2025-02-15,2025-03-29
4051315,14336,NH,GRD,53247,1268548,FEDEX,air,delivered,2025-02-11,2025-02-21,2025-03-06
4051316,24502,MD,GUY,22849,1792044,DHL,air,received,2025-01-11,,
4051317,32883,CA,SVG,86420,1090868,AMAZON,sea,received,2025-02-12,,
4051318,18942,GA,GRD,24476,32908,USPS,sea,delivered,2025-02-21,2025-02-28,2025-03-19
4051319,12940,TX,SVG,42138,1023022,AMAZON,air,intransit,2025-03-24,2025-03-26,
4051320,18541,MA,SLU,88615,1382227,USPS,sea,delivered,2025-01-04,2025-01-12,2025-03-26
4051321,10512,MS,SVG,6038,1260812,USPS,sea,delivered,2025-02-09,2025-03-14,2025-03-16
4051322,32811,MT,SLU,40863,585349,UPS,sea,delivered,2025-01-24,2025-03-17,2025-03-22
4051323,23956,MD,SXM,66980,411849,FEDEX,sea,intransit,2025-01-09,2025-03-24,
4051324,22139,WA,DOM,31574,488273,USPS,air,received,2025-03-02,,
4051325,29776,DE,SXM,15959,1834631,AMAZON,air,delivered,2025-03-12,2025-03-23,2025-03-26
4051326,11943,WY,BIM,89261,1586433,UPS,sea,intransit,2025-01-11,2025-01-28,
4051327,23697,PA,SXM,73351,1603629,UPS,air,received,2025-02-18,,
4051328,22672,ND,ANU,55918,1869203,UPS,air,received,2025-01-24,,
4051329,16102,SD,GUY,14029,1608498,USPS,sea,received,2025-03-08,,
4051330,22465,TN,GUY,9889,197424,DHL,air,delivered,2025-03-10,2025-03-21,2025-04-03
4051331,29544,AR,SXM,66328,1068350,FEDEX,air,delivered,2025-01-29,2025-02-05,2025-02-23
4051332,26776,MD,SKN,39483,1799585,FEDEX,sea,intransit,2025-01-12,2025-03-23,
4051333,24847,SD,SXM,45868,1436455,AMAZON,sea,received,2025-01-09,,
4051334,19311,MI,ANU,21113,613776,AMAZON,sea,delivered,2025-03-20,2025-03-26,2025-03-28
4051335,19284,OH,GRD,18598,809654,USPS,sea,intransit,2025-01-18,2025-02-09,
4051336,28029,IL,GRD,29977,1760415,USPS,air,delivered,2025-01-07,2025-03-18,2025-03-26
4051337,19384,NY,GUY,57454,1778935,FEDEX,air,intransit,2025-03-27,,
4051338,22661,IL,SLU,97112,1750849,AMAZON,air,delivered,2025-02-19,2025-02-27,2025-03-18
4051339,31106,NJ,SVG,65636,1263885,USPS,air,intransit,2025-01-09,2025-01-21,
4051340,20788,IL,SKN,43227,1850089,DHL,air,delivered,2025-02-04,2025-03-22,2025-03-24
4051341,32709,NV,DOM,63309,472467,UPS,air,delivered,2025-03-07,2025-03-14,2025-04-02
4051342,30889,OR,DOM,77362,1800361,AMAZON,sea,received,2025-04-04,,
4051343,31093,MD,SVG,60041,542153,USPS,sea,received,2025-01-09,,
4051344,12798,WV,SXM,16468,1306834,DHL,sea,delivered,2025-01-18,2025-02-21,2025-03-09
4051345,16418,CO,DOM,62792,244464,DHL,sea,delivered,2025-02-01,2025-02-18,2025-02-25
4051346,13047,VA,FSXM,63626,1192814,AMAZON,sea,delivered,2025-03-04,2025-03-05,2025-03-13
4051347,28575,MA,DOM,97805,1193123,DHL,sea,delivered,2025-03-20,2025-03-24,2025-03-25
4051348,26451,IA,ANU,39052,294273,AMAZON,air,delivered,2025-03-27,,
4051349,17603,NM,GUY,53751,300000,AMAZON,sea,received,2025-02-15,,
4051350,18627,OR,GRD,5725,321269,USPS,air,intransit,2025-03-14,2025-03-20,
4051351,13154,PA,BIM,57946,1268216,USPS,air,received,2025-01-15,,
4051352,22601,AL,SLU,18608,405118,AMAZON,sea,received,2025-01-21,,
4051353,11299,MO,SLU,38681,910388,DHL,sea,intransit,2025-03-14,2025-03-28,
4051354,17417,CA,ANU,17380,471207,UPS,air,received,2025-03-02,,
4051355,21120,GA,ANU,9187,849340,DHL,sea,intransit,2025-02-19,2025-03-20,
4051356,24451,NV,ANU,46312,738856,AMAZON,sea,delivered,2025-03-05,2025-03-06,2025-03-09
4051357,33955,NJ,SVG,59010,1599539,FEDEX,air,received,2025-02-04,,
4051358,31127,WV,FSXM,10852,530698,DHL,air,received,2025-01-17,,
4051359,32272,MS,BIM,35932,332495,DHL,sea,received,2025-02-19,,
4051360,20696,KY,ANU,9812,526211,AMAZON,air,intransit,2025-03-27,,
4051361,30325,AL,SLU,8787,1655004,AMAZON,air,intransit,2025-03-15,2025-03-22,
4051362,26397,MO,SVG,47439,809929,AMAZON,sea,delivered,2025-02-04,2025-03-14,2025-03-22
4051363,24634,SD,SLU,71480,1440089,UPS,sea,received,2025-02-20,,
4051364,10434,OR,GUY,14601,148762,FEDEX,air,delivered,2025-02-20,2025-02-22,2025-03-23
4051365,17787,TX,SVG,96419,1031157,DHL,air,delivered,2025-01-03,2025-03-28,2025-04-04
4051366,12511,IL,SLU,65127,1650471,FEDEX,sea,delivered,2025-03-30,,
4051367,21289,NC,GUY,31144,642186,UPS,air,intransit,2025-01-11,2025-02-05,
4051368,34928,PA,GRD,79561,1359546,DHL,air,intransit,2025-01-21,2025-01-23,
4051369,22409,UT,ANU,24396,128675,AMAZON,air,delivered,2025-02-15,2025-03-13,2025-03-20
4051370,12278,TX,SKN,64453,775117,AMAZON,sea,intransit,2025-02-12,2025-03-21,
4051371,33695,SD,DOM,67765,19270,USPS,air,received,2025-04-01,,
4051372,20318,AL,SXM,77588,1201023,USPS,sea,intransit,2025-03-18,2025-03-22,
4051373,19837,SD,ANU,84489,1930959,DHL,air,delivered,2025-02-27,2025-03-10,2025-03-29
4051374,32684,LA,ANU,69655,266786,USPS,air,intransit,2025-03-19,2025-03-27,
4051375,34842,KY,SVG,79930,761799,USPS,sea,intransit,2025-01-23,2025-02-25,
4051376,28061,MD,GUY,68897,11820,AMAZON,air,delivered,2025-01-03,2025-03-26,2025-03-28
4051377,30191,DE,SXM,80286,810377,DHL,sea,delivered,2025-03-14,2025-03-20,2025-04-01
4051378,20330,HI,SKN,29933,702005,DHL,sea,received,2025-03-12,,
4051379,28713,VT,BIM,52307,1159263,FEDEX,air,intransit,2025-01-14,2025-03-28,
4051380,24650,AR,SLU,46676,522619,USPS,sea,intransit,2025-03-20,2025-03-27,
4051381,33743,VT,ANU,65558,642746,AMAZON,air,received,2025-03-16,,
4051382,23971,MN,SKN,46519,663275,AMAZON,air,received,2025-02-08,,
4051383,15755,MI,SXM,84063,1498998,UPS,air,received,2025-03-22,,
4051384,34870,DE,ANU,12524,385258,FEDEX,sea,received,2025-03-24,,
4051385,18848,GA,SLU,95415,113115,UPS,sea,delivered,2025-03-30,,
4051386,31893,OH,SVG,7491,1344746,DHL,air,delivered,2025-04-04,,
4051387,24386,WI,SKN,48201,1893588,USPS,air,received,2025-03-30,,
4051388,20252,SD,SVG,68856,186588,UPS,air,received,2025-03-13,,
4051389,10213,NC,SKN,82598,1685586,USPS,air,intransit,2025-03-01,2025-03-20,
4051390,25002,WA,SKN,38459,1652453,DHL,sea,delivered,2025-01-01,2025-03-18,2025-03-22
4051391,23787,SD,FSXM,45116,1389528,AMAZON,sea,delivered,2025-03-13,2025-03-18,2025-04-02
4051392,21298,NC,SXM,41615,1932325,DHL,sea,received,2025-03-27,,
4051393,14824,OK,SXM,82125,1844385,USPS,sea,received,2025-03-12,,
4051394,17296,DE,SXM,16557,1210285,AMAZON,air,delivered,2025-02-01,2025-03-01,2025-03-16
4051395,11331,TX,BIM,20243,1306923,DHL,air,delivered,2025-01-19,2025-02-18,2025-03-28
4051396,14495,WY,SXM,65145,1825717,FEDEX,air,delivered,2025-01-30,2025-03-12,2025-03-16
4051397,18810,NV,SKN,96807,424401,USPS,sea,received,2025-01-15,,
4051398,17661,CA,GRD,44941,346729,USPS,air,intransit,2025-01-30,2025-03-28,
4051399,27854,KS,DOM,84965,584256,UPS,sea,intransit,2025-03-29,,
4051400,19602,DE,ANU,39968,1193849,FEDEX,sea,received,2025-03-11,,
4051401,33641,FL,SLU,84167,154136,DHL,sea,received,2025-02-06,,
4051402,10640,AK,GRD,79570,1258237,FEDEX,sea,delivered,2025-04-03,,
4051403,34494,NY,GRD,13010,1271375,AMAZON,sea,received,2025-01-11,,
4051404,26428,ME,FSXM,47064,847836,AMAZON,air,intransit,2025-01-20,2025-01-28,
4051405,12145,RI,FSXM,66342,850414,DHL,air,delivered,2025-02-16,2025-03-09,2025-03-22
4051406,22489,TX,BIM,40325,1874394,UPS,air,delivered,2025-02-07,2025-03-28,2025-03-30
4051407,31122,PA,SLU,85763,629444,AMAZON,sea,received,2025-03-29,,
4051408,32500,PA,GRD,98924,652111,DHL,sea,received,2025-03-26,,
4051409,28954,NE,SLU,21214,954447,FEDEX,air,received,2025-01-12,,
4051410,17871,VT,ANU,61033,507926,UPS,sea,delivered,2025-02-14,2025-02-28,2025-03-26
4051411,29817,HI,SVG,98978,1596882,USPS,air,delivered,2025-01-26,2025-02-18,2025-02-27
4051412,34800,HI,DOM,36288,1256613,AMAZON,air,received,2025-03-02,,
4051413,34268,NM,DOM,41528,1500781,DHL,sea,received,2025-03-15,,
4051414,21271,PA,ANU,66976,1061133,USPS,sea,delivered,2025-02-02,2025-02-24,2025-03-16
4051415,34105,WV,DOM,49591,1081102,FEDEX,sea,received,2025-03-31,,
4051416,34284,NE,ANU,62194,1924573,AMAZON,air,delivered,2025-03-01,2025-03-16,2025-03-20
4051417,23382,WV,SXM,85060,1282459,DHL,air,delivered,2025-01-19,2025-03-10,2025-04-02
4051418,22734,IN,SLU,17719,415637,AMAZON,air,received,2025-03-20,,
4051419,31485,OH,SLU,60743,1418358,DHL,air,received,2025-03-25,,
4051420,34707,AZ,SVG,28919,1088170,AMAZON,sea,delivered,2025-01-08,2025-01-15,2025-02-12
4051421,11861,OH,FSXM,47257,908380,FEDEX,air,intransit,2025-03-19,2025-03-20,
4051422,25569,IN,GRD,94797,715907,FEDEX,sea,received,2025-03-08,,
4051423,24179,WY,SVG,32164,567665,AMAZON,air,intransit,2025-01-20,2025-03-27,
4051424,20624,DE,BIM,59643,1534671,USPS,air,received,2025-03-19,,
4051425,15052,OH,GUY,61583,390022,DHL,sea,received,2025-02-23,,
4051426,25357,CT,ANU,78851,1002416,USPS,air,delivered,2025-01-09,2025-02-21,2025-02-25
4051427,17029,WV,SXM,29771,1873918,AMAZON,sea,received,2025-03-19,,
4051428,34213,AR,SXM,18245,465460,AMAZON,sea,received,2025-01-21,,
4051429,16694,WV,DOM,23469,773599,AMAZON,sea,received,2025-01-08,,
4051430,33798,LA,ANU,73264,756754,DHL,sea,intransit,2025-02-19,2025-03-05,
4051431,19244,WI,SXM,10600,1176905,FEDEX,sea,intransit,2025-03-15,2025-03-20,
4051432,32653,KY,SVG,39458,732651,FEDEX,sea,received,2025-01-23,,
4051433,20623,MD,ANU,79168,776184,USPS,air,delivered,2025-01-17,2025-02-16,2025-03-02
4051434,21379,NE,SLU,63527,124438,AMAZON,air,received,2025-03-16,,
4051435,34765,VT,BIM,21523,177735,FEDEX,air,intransit,2025-03-29,,
4051436,13041,NJ,DOM,62063,1684979,USPS,sea,delivered,2025-02-27,2025-03-18,2025-04-01
4051437,15454,IA,DOM,32954,1973255,FEDEX,air,received,2025-03-27,,
4051438,24206,NH,ANU,72658,1776420,USPS,sea,delivered,2025-01-03,2025-03-11,2025-04-02
4051439,33774,ND,SLU,56968,401833,FEDEX,air,received,2025-01-04,,
4051440,31802,OH,SLU,43262,543216,USPS,sea,received,2025-03-19,,
4051441,26468,OR,FSXM,88494,1995790,AMAZON,sea,delivered,2025-02-24,2025-03-05,2025-03-18
4051442,27308,MD,FSXM,38001,667141,DHL,sea,delivered,2025-01-06,2025-02-12,2025-04-04
4051443,27776,DE,DOM,80271,1630627,USPS,air,received,2025-02-15,,
4051444,21727,ND,SLU,45335,809033,AMAZON,air,received,2025-04-03,,
4051445,32652,HI,ANU,24822,819934,AMAZON,sea,intransit,2025-02-07,2025-02-19,
4051446,21932,LA,SXM,24388,1032358,FEDEX,sea,delivered,2025-01-16,2025-01-21,2025-02-22
4051447,17711,KY,BIM,78199,271650,DHL,air,delivered,2025-01-24,2025-03-18,2025-03-29
4051448,12273,RI,GUY,36685,679150,DHL,air,delivered,2025-01-07,2025-03-22,2025-04-04
4051449,24401,MT,SXM,71771,13673,DHL,sea,delivered,2025-01-04,2025-01-05,2025-03-12
4051450,23912,NM,SLU,67937,1988910,UPS,air,intransit,2025-02-26,2025-03-04,
4051451,27002,AK,BIM,89573,1911684,USPS,air,received,2025-01-21,,
4051452,14127,CT,GUY,84566,1161987,AMAZON,air,received,2025-01-10,,
4051453,11307,VT,GUY,45939,381041,FEDEX,sea,received,2025-02-19,,
4051454,33234,UT,ANU,14513,836873,UPS,sea,delivered,2025-02-10,2025-02-11,2025-02-15
4051455,27813,TN,FSXM,92358,342715,AMAZON,air,received,2025-02-01,,
4051456,10328,GA,GUY,45423,226258,FEDEX,sea,delivered,2025-02-06,2025-02-08,2025-02-28
4051457,29422,MA,SLU,28091,1671190,FEDEX,air,delivered,2025-01-17,2025-02-23,2025-02-27
4051458,23212,VA,SVG,80668,866860,USPS,sea,delivered,2025-02-26,2025-03-28,2025-04-01
4051459,31302,AR,SKN,63443,1490934,UPS,sea,received,2025-03-18,,
4051460,20645,IL,SLU,69957,649016,UPS,sea,received,2025-03-27,,
4051461,26666,OH,GUY,67233,751716,USPS,sea,intransit,2025-03-18,2025-03-24,
4051462,24839,KS,DOM,13897,1684286,FEDEX,air,intransit,2025-03-04,2025-03-14,
4051463,31787,CO,BIM,23212,460102,AMAZON,air,delivered,2025-03-11,2025-03-21,2025-03-23
4051464,28702,AL,BIM,87821,1176454,DHL,air,intransit,2025-01-26,2025-02-10,
4051465,23133,SC,SKN,46060,1018051,UPS,sea,intransit,2025-02-07,2025-02-08,
4051466,19798,RI,SXM,52853,112283,DHL,sea,received,2025-03-31,,
4051467,17206,VA,SVG,64801,1400264,AMAZON,sea,received,2025-02-07,,
4051468,24193,OR,SKN,70394,1982091,AMAZON,sea,received,2025-03-02,,
4051469,33088,MI,DOM,90470,1306449,UPS,air,intransit,2025-02-13,2025-03-16,
4051470,29244,WY,SKN,89300,471677,FEDEX,sea,intransit,2025-02-01,2025-03-02,
4051471,32714,SD,ANU,27754,1332723,UPS,air,received,2025-03-26,,
4051472,32546,VA,GRD,29358,1689942,USPS,sea,delivered,2025-01-18,2025-03-08,2025-03-21
4051473,28591,IN,FSXM,65975,1043096,FEDEX,sea,intransit,2025-03-09,2025-03-15,
4051474,22679,MT,DOM,97951,40282,DHL,sea,delivered,2025-01-20,2025-01-31,2025-03-30
4051475,17965,NM,SLU,21068,680129,DHL,air,intransit,2025-04-02,,
4051476,16433,MN,SKN,46955,701211,DHL,air,delivered,2025-01-22,2025-02-10,2025-03-14
4051477,26614,WV,GUY,42809,236868,UPS,sea,intransit,2025-03-16,2025-03-19,
4051478,19179,IA,BIM,14902,611689,AMAZON,air,delivered,2025-03-20,2025-03-25,2025-03-31
4051479,23231,ID,BIM,5694,1410273,UPS,sea,delivered,2025-03-13,2025-03-19,2025-03-26
4051480,27562,OK,DOM,57715,1562837,USPS,sea,intransit,2025-02-28,2025-03-16,
4051481,18191,WA,DOM,55443,1972157,FEDEX,air,received,2025-02-13,,
4051482,20515,UT,GUY,65139,1632657,FEDEX,sea,intransit,2025-01-18,2025-03-08,
4051483,21119,ME,BIM,11017,1535063,UPS,air,received,2025-04-01,,
4051484,34834,DE,SKN,77468,464838,AMAZON,air,received,2025-03-08,,
4051485,29674,OK,GUY,63478,1430210,USPS,air,delivered,2025-01-02,2025-02-22,2025-03-06
4051486,17118,MO,SVG,91107,1903825,FEDEX,air,intransit,2025-02-12,2025-03-26,
4051487,10325,MI,BIM,75330,1949116,AMAZON,air,received,2025-01-11,,
4051488,19079,NY,SLU,54098,573591,DHL,air,intransit,2025-01-08,2025-03-08,
4051489,25704,MS,BIM,7854,1203294,DHL,sea,received,2025-03-13,,
4051490,15813,AL,DOM,41491,618984,UPS,air,received,2025-03-02,,
4051491,24108,MI,SVG,15120,1257690,USPS,air,received,2025-04-01,,
4051492,24597,OK,SVG,67719,345628,FEDEX,sea,delivered,2025-02-09,2025-03-12,2025-03-14
4051493,28362,AK,GRD,13236,175605,USPS,air,received,2025-03-02,,
4051494,22272,ID,FSXM,92826,1825893,DHL,sea,received,2025-01-16,,
4051495,20686,OR,GRD,38480,1145223,DHL,air,delivered,2025-02-25,2025-03-17,2025-03-18
4051496,29358,MT,SLU,78526,512719,AMAZON,sea,received,2025-03-20,,
4051497,14951,MS,FSXM,96554,1965264,AMAZON,sea,delivered,2025-02-08,2025-03-14,2025-03-15
4051498,18953,MD,ANU,67678,1624560,AMAZON,air,delivered,2025-02-11,2025-02-17,2025-03-08
4051499,21922,NM,GRD,89215,528951,USPS,sea,received,2025-01-07,,
4051500,25401,MT,SLU,99543,1677099,FEDEX,sea,intransit,2025-02-09,2025-03-08,
4051501,22280,FL,SXM,16835,1925811,DHL,sea,delivered,2025-02-06,2025-02-21,2025-02-25
4051502,26335,KS,FSXM,98652,810621,AMAZON,air,intransit,2025-03-12,2025-03-18,
4051503,30282,WY,GUY,18343,127657,DHL,air,delivered,2025-02-03,2025-03-26,2025-04-02
4051504,24150,WI,GUY,82055,632610,USPS,sea,intransit,2025-02-04,2025-02-14,
4051505,25793,WV,FSXM,81071,1720035,FEDEX,air,received,2025-02-08,,
4051506,22741,NC,SLU,5175,19541,USPS,sea,received,2025-01-03,,
4051507,18035,WV,SLU,21013,1010690,UPS,sea,received,2025-03-04,,
4051508,10163,MS,SVG,89617,1888918,USPS,air,intransit,2025-03-10,2025-03-24,
4051509,24561,TX,DOM,19125,1070718,DHL,air,intransit,2025-01-28,2025-03-18,
4051510,29567,MA,GRD,80504,582090,USPS,sea,delivered,2025-02-07,2025-03-17,2025-03-21
4051511,16425,ND,SLU,98726,189166,UPS,air,delivered,2025-03-29,,
4051512,23644,OR,GUY,67307,528066,DHL,sea,intransit,2025-02-19,2025-03-16,
4051513,31516,UT,GRD,71569,486740,FEDEX,sea,intransit,2025-01-01,2025-03-28,
4051514,12516,VA,FSXM,53363,76293,USPS,air,delivered,2025-01-09,2025-01-27,2025-03-21
4051515,17733,NH,BIM,37913,1379160,USPS,air,delivered,2025-02-26,2025-03-02,2025-03-09
4051516,22200,DE,GUY,84991,399330,FEDEX,air,intransit,2025-01-29,2025-02-28,
4051517,14618,MA,FSXM,85365,1248741,USPS,air,intransit,2025-01-13,2025-03-27,
4051518,30296,AK,SLU,61718,1001054,USPS,air,intransit,2025-01-13,2025-02-25,
4051519,30133,OK,BIM,77614,575106,AMAZON,air,delivered,2025-02-25,2025-03-21,2025-03-28
4051520,21678,WY,BIM,90541,1571921,FEDEX,air,received,2025-04-02,,
4051521,28585,OK,SLU,78123,734027,FEDEX,sea,delivered,2025-03-02,2025-03-20,2025-03-22
4051522,14890,NV,SVG,10930,267714,FEDEX,sea,received,2025-01-05,,
4051523,29113,CT,SKN,44978,950759,DHL,sea,received,2025-02-24,,
4051524,30427,VT,SLU,24108,744250,USPS,sea,intransit,2025-02-08,2025-03-14,
4051525,16927,IN,GUY,96296,1784204,FEDEX,sea,received,2025-01-06,,
4051526,11307,LA,GRD,97905,505505,UPS,sea,intransit,2025-01-11,2025-03-07,
4051527,29624,WA,SKN,93987,1327703,AMAZON,air,received,2025-02-17,,
4051528,19016,NH,GUY,34918,1572699,UPS,sea,received,2025-01-02,,
4051529,11231,WY,SKN,41566,1482266,USPS,air,received,2025-01-20,,
4051530,28411,OR,GRD,10076,1107381,UPS,air,intransit,2025-03-07,2025-03-12,
4051531,20256,LA,GRD,5137,215541,AMAZON,air,intransit,2025-02-08,2025-02-17,
4051532,14614,AL,SVG,80445,1771207,FEDEX,air,intransit,2025-01-11,2025-01-26,
4051533,29239,WI,GRD,41509,1734650,AMAZON,sea,delivered,2025-01-12,2025-02-04,2025-03-01
4051534,17376,NE,ANU,47368,1499969,DHL,air,received,2025-01-25,,
4051535,27601,VT,BIM,11702,1353516,AMAZON,sea,intransit,2025-03-27,,
4051536,23427,ID,SLU,68021,1088726,UPS,air,received,2025-02-09,,
4051537,21823,NY,GRD,86305,1085673,UPS,air,received,2025-03-01,,
4051538,17452,SD,FSXM,65298,1691499,UPS,air,received,2025-01-14,,
4051539,24944,NM,SXM,87743,575675,AMAZON,air,intransit,2025-03-04,2025-03-27,
4051540,14777,WY,GUY,34377,1514800,DHL,sea,intransit,2025-01-25,2025-01-30,
4051541,10167,NM,BIM,51068,239587,UPS,sea,intransit,2025-01-02,2025-02-09,
4051542,26963,NM,GRD,94567,888809,FEDEX,air,received,2025-03-26,,
4051543,28398,AL,SVG,77795,1268404,FEDEX,air,delivered,2025-02-22,2025-03-01,2025-03-25
4051544,25747,UT,DOM,17507,1191428,DHL,air,intransit,2025-01-29,2025-03-05,
4051545,17624,AL,ANU,61627,49109,AMAZON,air,received,2025-03-05,,
4051546,21978,SD,BIM,66799,133025,DHL,air,delivered,2025-01-21,2025-03-13,2025-03-23
4051547,21103,MO,SXM,12620,1637264,AMAZON,sea,received,2025-01-05,,
4051548,27618,AR,SLU,20677,458039,AMAZON,sea,delivered,2025-03-09,2025-03-23,2025-03-24
4051549,15144,OR,SLU,75411,1283222,USPS,air,intransit,2025-03-09,2025-03-26,
4051550,19710,HI,DOM,98438,226730,UPS,sea,delivered,2025-02-07,2025-03-08,2025-04-01
4051551,34911,MT,GUY,94402,1226730,DHL,air,received,2025-01-09,,
4051552,22207,NE,ANU,10161,1330009,FEDEX,sea,delivered,2025-03-08,2025-03-14,2025-03-18
4051553,15370,IN,GRD,87614,692608,UPS,sea,intransit,2025-03-12,2025-03-19,
4051554,11932,NJ,SXM,75025,50939,USPS,sea,received,2025-03-13,,
4051555,19375,CO,SVG,72985,1156434,AMAZON,sea,received,2025-03-22,,
4051556,25466,CT,SLU,32831,1685709,AMAZON,sea,received,2025-03-10,,
4051557,24262,MN,GUY,57455,1867429,USPS,sea,received,2025-02-05,,
4051558,20379,AK,SVG,29789,1406659,DHL,sea,delivered,2025-03-09,2025-03-20,2025-04-03
4051559,27594,NV,DOM,37258,901409,UPS,air,delivered,2025-02-21,2025-03-24,2025-03-29
4051560,28447,WA,SKN,60492,36632,UPS,sea,received,2025-01-06,,
4051561,16282,AK,GRD,39337,247947,DHL,air,delivered,2025-02-11,2025-03-20,2025-03-27
4051562,33752,ID,GUY,31893,1197933,USPS,sea,delivered,2025-02-18,2025-03-07,2025-03-31
4051563,14776,NE,SKN,56562,258090,UPS,air,intransit,2025-02-14,2025-03-13,
4051564,19320,KS,SXM,71680,706054,USPS,air,delivered,2025-02-07,2025-03-25,2025-03-28
4051565,24953,CA,SKN,40591,1631226,AMAZON,air,delivered,2025-03-25,2025-03-28,2025-03-30
4051566,20755,AL,SXM,91126,1481287,AMAZON,air,delivered,2025-02-01,2025-02-20,2025-03-23
4051567,34456,OK,ANU,24848,1694478,UPS,air,intransit,2025-03-31,,
4051568,21788,MA,GRD,76776,1455326,AMAZON,sea,received,2025-01-15,,
4051569,10580,VA,BIM,7870,605668,DHL,sea,intransit,2025-01-15,2025-03-21,
4051570,16048,AK,DOM,89887,125689,AMAZON,air,intransit,2025-03-27,,
4051571,28640,CO,SKN,84374,174444,USPS,air,received,2025-02-28,,
4051572,20414,RI,SVG,69082,1120143,DHL,air,intransit,2025-01-19,2025-02-23,
4051573,21468,PA,GUY,76735,1332536,FEDEX,sea,intransit,2025-02-22,2025-03-23,
4051574,31036,NH,BIM,53980,1782213,AMAZON,air,delivered,2025-01-04,2025-01-07,2025-02-22
4051575,32617,KS,SXM,31758,1270472,FEDEX,sea,received,2025-03-11,,
4051576,14937,MI,GUY,68509,1848129,FEDEX,sea,intransit,2025-02-21,2025-03-11,
4051577,12686,MA,SKN,16226,730611,FEDEX,air,intransit,2025-03-14,2025-03-28,
4051578,10671,MT,SLU,88794,1648245,UPS,sea,delivered,2025-03-24,2025-03-25,2025-04-02
4051579,12713,AZ,SKN,25367,566954,DHL,air,intransit,2025-02-21,2025-03-22,
4051580,21365,NC,SKN,71464,265278,DHL,air,intransit,2025-02-12,2025-03-18,
4051581,15258,IL,SKN,77273,961016,DHL,sea,delivered,2025-01-04,2025-01-07,2025-03-16
4051582,27996,CA,SKN,50918,297386,DHL,sea,delivered,2025-03-19,2025-03-26,2025-03-29
4051583,10707,ID,SXM,19678,685819,FEDEX,air,intransit,2025-02-21,2025-03-02,
4051584,23338,MO,BIM,86755,530045,AMAZON,air,received,2025-03-17,,
4051585,11569,UT,SVG,6089,1976167,AMAZON,sea,delivered,2025-02-12,2025-02-23,2025-03-12
4051586,12639,OH,FSXM,75237,171843,FEDEX,air,intransit,2025-02-04,2025-02-10,
4051587,10380,NH,GUY,99749,1494598,UPS,air,received,2025-03-06,,
4051588,18331,IN,DOM,65012,320184,FEDEX,air,delivered,2025-03-26,2025-03-28,2025-03-31
4051589,18781,ME,SXM,88439,942059,UPS,air,received,2025-03-02,,
4051590,19702,LA,SXM,8642,469228,USPS,air,intransit,2025-03-08,2025-03-10,
4051591,23558,OR,BIM,92007,576361,AMAZON,sea,intransit,2025-01-12,2025-01-27,
4051592,27506,IL,SLU,71570,1654396,AMAZON,sea,received,2025-03-17,,
4051593,19394,WA,GRD,68146,1103408,FEDEX,air,received,2025-03-25,,
4051594,27377,IL,GUY,88634,505449,DHL,sea,delivered,2025-02-26,2025-03-08,2025-04-04
4051595,26611,RI,SKN,41083,1025485,FEDEX,sea,delivered,2025-01-13,2025-03-08,2025-03-24
4051596,21638,TX,BIM,21761,691810,DHL,air,delivered,2025-02-13,2025-02-22,2025-03-31
4051597,28870,AK,ANU,74623,512860,AMAZON,sea,intransit,2025-02-10,2025-03-22,
4051598,31109,MO,ANU,79333,1667744,UPS,air,delivered,2025-01-22,2025-03-21,2025-04-03
